部首編號,筆畫數,漢字,總筆劃,說文解字
173,7,震,15,劈歴振物者。从雨，辰聲。《春秋傳》曰：震夷伯之廟。𩇒，籀文震。 【臣鉉等曰：今俗別作霹靂，非是。】 〔章刃切〕 (241 / 241)
173,7,霈,15,
173,7,霉,15,中久雨青黑。从黑﹐微省聲。 〔武悲切〕 (211 / 210)
173,8,霋,16,霽謂之霋。从雨，妻聲。 〔七稽切〕 (242 / 242)
173,8,霍,16,飛聲也。雨而雙飛者，其聲靃然。 〔呼郭切〕 (79 / 73)
173,8,霎,16,小雨也。从雨，妾聲。 〔山洽切〕 (242 / 242)
173,8,霏,16,雨雲皃。从雨，非聲。 〔芳非切〕 (242 / 242)
173,8,霐,16,
173,8,霑,16,雨𩃵也。从雨，沾聲。 〔張廉切〕 (241 / 241)
173,8,霒,16,雲覆日也。从雲，今聲。侌，古文或省。𠆭，亦古文霒。 〔於今切〕 (242 / 242)
173,8,霓,16,屈虹青赤或白色陰气也。从雨，兒聲。 〔五雞切〕 (242 / 242)
173,8,霖,16,雨三日已往。从雨，林聲。 〔力尋切〕 (241 / 241)
173,9,霘,17,
173,9,霙,17,
173,9,霜,17,喪也。成物者。从雨，相聲。 〔所莊切〕 (242 / 242)
173,9,霝,17,雨零也。从雨、𠱠，象𩂣形。《詩》曰：霝雨其濛。 〔郎丁切〕 (241 / 241)
173,9,霞,17,赤雲气也。从雨，叚聲。 〔胡加切〕 (242 / 242)
173,9,霟,17,
173,9,霠,17,
173,10,霢,18,霢霂，小雨也。从雨，脈聲。 〔莫獲切〕 (241 / 241)
173,10,霣,18,雨也。齊人謂靁爲霣。从雨，員聲。一曰：雲轉起也。䨶，古文霣。 〔于敏切〕 (241 / 241)
173,10,霤,18,屋水流也。从雨，留聲。 〔力救切〕 (241 / 241)
173,10,霥,18,
173,11,霦,19,
173,11,霧,19,
173,11,霨,19,
173,11,霩,19,雨止雲罷皃。从雨，郭聲。 【臣鉉等曰：今別作廓，非是。】 〔苦郭切〕 (242 / 242)
173,11,霪,19,
173,11,霫,19,
173,11,霬,19,
173,12,霮,20,
173,12,霯,20,
173,12,霰,20,稷雪也。从雨，散聲。䨘，霰或从見。 〔穌甸切〕 (241 / 241)
173,12,露,20,潤澤也。从雨，路聲。 〔洛故切〕 (242 / 242)
173,13,霵,21,
173,13,霸,21,月始生霸然也。承大月二日，承小月三日。从月，䨣聲。《周書》曰：哉生霸。𣍸，古文霸。 〔普伯切〕 【臣鉉等曰：今俗作必駕切，以爲霸王字。】 (141 / 138)
173,13,霹,21,
173,13,霺,21,
173,14,霽,22,雨止也。从雨，齊聲。 〔子計切〕 (242 / 242)
173,14,霾,22,風雨土也。从雨，貍聲。《詩》曰：終風且霾。 〔莫皆切〕 (242 / 242)
173,14,霿,22,天气下，地不應曰霿。霿，晦也。从雨，瞀聲。 〔莫弄切〕 (242 / 242)
173,16,靂,24,
173,16,靃,24,飛聲也。雨而雙飛者，其聲靃然。 〔呼郭切〕 (79 / 73)
173,16,靄,24,雲皃。从雨，藹省聲。 〔於蓋切〕 (242 / 242)
173,16,靆,24,
173,16,靇,24,
173,16,靈,24,靈巫以玉事神。从玉，霝聲。靈，𩆜或从巫。 〔郎丁切〕 (13 / 7)
173,17,靉,25,
173,19,靋,27,
174,0,青,8,東方色也。木生火。从生、丹。丹青之信言象然。凡青之屬皆从青。𡷉，古文青。 〔倉經切〕 (106 / 101)
174,5,靖,13,立竫也。从立，青聲。一曰：細皃。 〔疾郢切〕 (216 / 215)
174,6,靘,14,
174,7,靚,15,召也。从見，青聲。 〔疾正切〕 (178 / 176)
174,8,靛,16,
174,8,靜,16,審也。从青，爭聲。 【徐鍇曰：丹青，明審也。】 〔疾郢切〕 (106 / 101)
175,0,非,8,違也。从飛下翄，取其相背。凡非之屬皆从非。 〔甫微切〕 (245 / 245)
175,7,靠,15,相違也。从非，告聲。 〔苦到切〕 (246 / 246)
175,11,靡,19,披靡也。从非，麻聲。 〔文彼切〕 (246 / 246)
176,0,面,9,顏前也。从𦣻，象人面形。凡面之屬皆从面。 〔彌箭切〕 (184 / 181)
176,7,靦,16,面見也。从面、見，見亦聲。《詩》曰：有靦面目。𩈍，或从旦。 〔他典切〕 (184 / 181)
176,14,靨,23,姿也。从面，厭聲。 〔於叶切〕 (184 / 181)
177,0,革,9,獸皮治去其毛革，更之。象古文革之形。凡革之屬皆从革。𠦶，古文革。从三十，三十年爲一世而道更也。𦥑聲。 〔古覈切〕 (60 / 55)
177,2,靪,11,補履下也。从革，丁聲。 〔當經切〕 (61 / 55)
177,3,靬,12,靬，乾革也。武威有麗靬縣。从革，干聲。 〔苦旰切〕 (60 / 55)
177,3,靮,12,馬羈也。从革，勺聲。 〔都歴切〕 (62 / 56)
177,3,靰,12,
177,4,靲,13,鞮也。从革，今聲。 〔巨今切〕 (62 / 56)
177,4,靳,13,當膺也。从革，斤聲。 〔居近切〕 (61 / 56)
177,4,靴,13,
177,4,靶,13,轡革也。从革，巴聲。 〔必駕切〕 (61 / 56)
177,4,靷,13,引軸也。从革，引聲。𩍱，籀文靷。 〔余忍切〕 (61 / 56)
177,4,靸,13,小兒履也。从革，及聲。讀若沓。 〔穌合切〕 (61 / 55)
177,5,靺,14,
177,5,靻,14,
177,5,靼,14,柔革也。从革从旦聲。𩍕，古文靼从亶。 〔旨熱切〕 (60 / 55)
177,5,靽,14,
177,5,靾,14,
177,5,靿,14,
177,5,鞀,14,鞀遼也。从革，召聲。鞉，鞀或从兆。𪔛，鞀或从鼓从兆。㲈，籀文鞀从殸、召。 〔徒刀切〕 (61 / 55)
177,5,鞁,14,車駕具也。从革，皮聲。 〔平祕切〕 (61 / 56)
177,5,鞂,14,
177,5,鞃,14,車軾也。从革，弘聲。《詩》曰：鞹鞃淺幭。讀若穹。 〔丘弘切〕 (61 / 55)
177,5,鞄,14,柔革工也。从革，包聲。讀若朴。《周禮》曰：柔皮之工鮑氏。鞄即鮑也。 〔蒲角切〕 (60 / 55)
177,5,鞅,14,頸靼也。从革，央聲。 〔於兩切〕 (62 / 56)
177,6,鞈,15,防汗也。从革，合聲。 〔古洽切〕 (61 / 56)
177,6,鞊,15,
177,6,鞋,15,
177,6,鞍,15,馬鞁具也。从革从安。 〔烏寒切〕 (61 / 56)
177,6,鞎,15,車革前曰鞎。从革，艮聲。 〔戶恩切〕 (61 / 55)
177,6,鞏,15,以韋束也。《易》曰：鞏用黃牛之革。从革，巩聲。 〔居竦切〕 (60 / 55)
177,7,鞔,16,履空也。从革，免聲。 【徐鍇曰：履空猶言履𣪊也。】 〔母官切〕 (60 / 55)
177,7,鞗,16,
177,7,鞘,16,刀室也。从革，肖聲。 〔私妙切〕 (62 / 56)
177,7,鞙,16,大車縛軛靼。从革，肙聲。 〔狂沇切〕 (61 / 56)
177,8,鞚,17,
177,8,鞜,17,
177,8,鞝,17,
177,8,鞞,17,刀室也。从革，卑聲。 〔并頂切〕 (61 / 55)
177,8,鞠,17,蹋鞠也。从革，匊聲。𩍸，鞠或从𥱩。 〔居六切〕 (61 / 55)
177,8,鞡,17,
177,9,鞢,18,
177,9,鞣,18,耎也。从革从柔，柔亦聲。 〔耳由切〕 (60 / 55)
177,9,鞤,18,
177,9,鞥,18,轡鞥。从革，弇聲。讀若譍。一曰：龍頭繞者。 〔烏合切〕 (61 / 56)
177,9,鞦,18,
177,9,鞨,18,
177,9,鞪,18,車軸束也。从革，敄聲。 〔莫卜切〕 (61 / 55)
177,9,鞫,18,
177,9,鞬,18,所以戢弓矢。从革，建聲。 〔居言切〕 (62 / 56)
177,9,鞭,18,驅也。从革，便聲。𠓥，古文鞭。 〔卑連切〕 (62 / 56)
177,9,鞮,18,革履也。从革，是聲。 〔都兮切〕 (61 / 55)
177,10,鞳,19,
177,10,鞶,19,大帶也。《易》曰：或錫之鞶帶，男子帶鞶，婦人帶絲。从革，般聲。 〔薄官切〕 (60 / 55)
177,10,鞷,19,
177,11,鞹,20,去毛皮也。《論語》曰：虎豹之鞹。从革，郭聲。 〔苦郭切〕 (60 / 55)
177,11,鞻,20,
177,12,鞿,21,
177,13,韁,22,
177,13,韃,22,
177,14,韄,23,佩刀絲也。从革，蒦聲。 〔乙白切〕 (62 / 56)
177,14,韅,23,著掖鞥也。从革，顯聲。 〔呼典切〕 (61 / 56)
177,15,韆,24,
177,15,韇,24,弓矢韇也。从革，𧸇聲。 〔徒谷切〕 (62 / 56)
177,17,韉,26,馬鞁具也。从革，薦聲。 〔則前切〕 (62 / 56)
178,0,韋,9,相背也。从舛，囗聲。獸皮之韋，可以束，枉戾相韋背，故借以爲皮韋。凡韋之屬皆从韋。𣍄，古文韋。 〔宇非切〕 (113 / 108)
178,3,韌,12,柔而固也。从韋，刃聲。 〔而進切〕 (113 / 108)
178,5,韍,14,韠也。上古衣，蔽前而巳，巿以象之。天子朱巿，諸侯赤巿，大夫葱衡。从巾，象連帶之形。凡巿之屬皆从巿。韍，篆文巿从韋从犮。 〔分勿切〕 【臣鉉等曰：今俗作紱，非是。】 (160 / 157)
178,5,韎,14,茅蒐染韋也。一入曰韎。从韋，末聲。 〔莫佩切〕 (113 / 108)
178,6,韏,15,革中辨謂之韏。从韋，𢍏聲。 〔九萬切〕 (113 / 108)
178,6,韐,15,士無巿有𢂷，制如榼，缺四角，爵弁服，其色韎，賤不得與裳同。司農曰：裳纁色。从巿，合聲。韐，𢂷或从韋。 〔古洽切〕 (160 / 157)
178,8,韓,17,井垣也。从韋，取其帀也。倝聲。 〔胡安切〕 (113 / 108)
178,8,韔,17,弓衣也。从韋，長聲。《詩》曰：交韔二弓。 〔丑亮切〕 (113 / 108)
178,8,韕,17,
178,9,韖,18,
178,9,韗,18,攻皮治鼓工也。从革，軍聲。讀若運。韗，䩵或从韋。 〔王問切〕 (60 / 55)
178,9,韘,18,射決也，所以拘弦。以象骨，韋系著右巨指。从韋，枼聲。《詩》曰：童子佩韘。弽，韘或从弓。 〔失涉切〕 (113 / 108)
178,9,韙,18,是也。从是，韋聲。《春秋傳》曰：犯五不韙。愇，籀文韙从心。 〔于鬼切〕 (39 / 33)
178,10,韜,19,劒衣也。从韋，舀聲。 〔土刀切〕 (113 / 108)
178,10,韝,19,射臂決也。从韋，冓聲。 〔古侯切〕 (113 / 108)
178,10,韞,19,
178,10,韟,19,
178,12,韡,21,盛也。从𠌶，韋聲。《詩》曰：萼不𩏬𩏬。 〔于鬼切〕 (128 / 124)
178,13,韣,22,弓衣也。从韋，蜀聲。 〔之欲切〕 (113 / 108)
178,15,韥,24,
179,0,韭,9,菜名。一穜而久者，故謂之韭。象形，在一之上。一，地也。此與耑同意。凡韭之屬皆从韭。 〔舉友切〕 (149 / 146)
179,7,韰,16,菜也，葉似韭。从韭，㕢聲。 〔胡戒切〕 (149 / 146)
179,8,韱,17,山韭也。从韭，㦰聲。 〔息廉切〕 (149 / 146)
180,0,音,9,聲也。生於心，有節於外謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。 〔於今切〕 (58 / 52)
180,5,韶,14,虞舜樂也。《書》曰：簫韶九成，鳳皇來儀。从音，召聲。 〔市招切〕 (58 / 52)
180,7,韸,16,
180,9,韹,18,
180,9,韺,18,
180,10,韻,19,和也。从音，員聲。 【裴光遠云：古與均同。未知其審。】 〔王問切〕 (58 / 52)
180,11,韽,20,下徹聲。从音，酓聲。 〔恩甘切〕 (58 / 52)
180,11,韾,20,
180,11,響,20,聲也。从音，鄉聲。 〔許兩切〕 (58 / 52)
180,12,黯,21,深黑也。从黑，音聲。 〔乙減切〕 (211 / 210)
180,14,頀,23,
181,0,頁,9,頭也。从𦣻从儿。古文䭫首如此。凡頁之屬皆从頁。𦣻者，䭫首字也。 〔胡結切〕 (181 / 179)
181,2,頂,11,顚也。从頁，丁聲。𩒆，或从[巛頁]作。𩕢，籀文从鼎。 〔都挺切〕 (181 / 179)
181,2,頃,11,頭不正也。从匕从頁。 【臣鉉等曰：匕者，有所比附不正也。】 〔去營切〕 (168 / 166)
181,2,頄,11,
181,3,項,12,頭後也。从頁，工聲。 〔胡講切〕 (182 / 179)
181,3,順,12,理也。从頁从巛。 〔食閏切〕 (182 / 180)
181,3,頇,12,
181,3,須,12,面毛也。从頁从彡。凡須之屬皆从須。 【臣鉉等曰：此本須鬢之須。頁，首也。彡，毛飾也。借為所須之須，俗書從水，非是。】 〔相俞切〕 (184 / 182)
181,4,頊,13,頭頊頊，謹皃。从頁，玉聲。 〔許玉切〕 (183 / 180)
181,4,頌,13,皃也。从頁，公聲。𩔜，籀文。 〔余封切，又似用切〕 (181 / 179)
181,4,頍,13,舉頭也。从頁，支聲。《詩》曰：有頍者弁。 〔丘弭切〕 (182 / 180)
181,4,頎,13,頭佳也。從頁，斤聲。讀又若鬢。 【臣鍇曰：《詩》曰：碩人其頎。】 〔巨希反〕 (178)
181,4,頏,13,人頸也。从大省，象頸脈形。凡亢之屬皆从亢。頏，亢或从頁。 〔古郎切〕 (215 / 214)
181,4,預,13,安也。从頁。未詳。 【案：經典通用豫。】 〔羊洳切〕 (184 / 181)
181,4,頑,13,㮯頭也。从頁，元聲。 〔五還切〕 (182 / 180)
181,4,頒,13,大頭也。从頁，分聲。一曰：鬢也。《詩》曰：有頒其首。 〔布還切〕 (182 / 179)
181,4,頓,13,下首也。从頁，屯聲。 〔都困切〕 (183 / 180)
181,5,頖,14,
181,5,頗,14,頭偏也。从頁，皮聲。 〔滂禾切〕 (183 / 181)
181,5,領,14,項也。从頁，令聲。 〔良郢切〕 (182 / 179)
181,6,頛,15,頭不正也。从頁从耒。耒，頭傾也。讀又若《春秋》陳夏齧之齧。 〔盧對切〕 (183 / 181)
181,6,頜,15,𩔞也。从頁，合聲。 〔胡感切〕 (182 / 179)
181,6,頝,15,
181,6,頞,15,鼻莖也。从頁，安聲。齃，或从鼻、曷。 〔烏割切〕 (181 / 179)
181,6,頠,15,頭閑習也。从頁，危聲。 〔語委切〕 (182 / 180)
181,6,頡,15,直項也。从頁，吉聲。 〔胡結切〕 (183 / 180)
181,6,頦,15,醜也。从頁，亥聲。 〔戶來切〕 (184 / 181)
181,6,頧,15,
181,6,頨,15,頭妍也。从頁，翩省聲。讀若翩。 【臣鉉等曰：从翩聲，又讀若翩，則是古今異音也。】 〔王矩切〕 (183 / 180)
181,6,頩,15,
181,6,頫,15,低頭也。从頁，逃省。《太史卜書》頫仰字如此。揚雄曰：人面頫。俛，頫，或从人免。 【臣鉉等曰：頫首者，逃亡之皃，故从逃省。今俗作俯，非是。】 〔方矩切〕 (183 / 180)
181,7,頤,16,𩔞也。象形。凡𦣞之屬皆从𦣞。頤，篆文𦣞。𩠛，籀文从首。 〔與之切〕 (250 / 251)
181,7,頭,16,首也。从頁，豆聲。 〔度侯切〕 (181 / 179)
181,7,頯,16,權也。从頁，𢌳聲。 〔渠追切〕 (182 / 179)
181,7,頰,16,面旁也。从頁，夾聲。𩔯，籀文頰。 〔古叶切〕 (182 / 179)
181,7,頲,16,狹頭頲也。从頁，廷聲。 〔他挺切〕 (182 / 180)
181,7,頵,16,頭頵頵大也。从頁，君聲。 〔於倫切〕 (182 / 179)
181,7,頷,16,面黃也。从頁，含聲。 〔胡感切〕 (182 / 180)
181,7,頸,16,頭莖也。从頁，巠聲。 〔居郢切〕 (182 / 179)
181,7,頹,16,
181,7,頻,16,
181,8,顁,17,
181,8,顃,17,
181,8,顄,17,頤也。从頁，圅聲。 〔胡男切〕 (182 / 179)
181,8,顅,17,頭鬢少髮也。从頁，肩聲。《周禮》：數目顅脰。 〔苦閒切〕 (183 / 181)
181,8,顆,17,小頭也。从頁，果聲。 〔苦惰切〕 (182 / 180)
181,8,顉,17,低頭也。从頁，金聲。《春秋傳》曰：迎于門，顉之而巳。 〔五感切〕 (183 / 180)
181,8,顊,17,
181,9,題,18,頟也。从頁，是聲。 〔杜兮切〕 (181 / 179)
181,9,額,18,顙也。从頁，各聲。 【臣鉉等曰：今俗作額。】 〔五陌切〕 (181 / 179)
181,9,顎,18,
181,9,顏,18,眉目之閒也。从頁，彥聲。𩕝，籀文。 〔五姦切〕 (181 / 179)
181,9,顐,18,
181,9,顑,18,飯不飽，面黃起行也。从頁，咸聲。讀若戇。 〔下感、下坎二切〕 (183 / 181)
181,9,顒,18,大頭也。从頁，禺聲。《詩》曰：其大有顒。 〔魚容切〕 (182 / 179)
181,9,顓,18,頭顓顓，謹皃。从頁，耑聲。 〔職緣切〕 (183 / 180)
181,10,顗,19,謹莊皃。从頁，豈聲。 〔魚豈切〕 (183 / 180)
181,10,願,19,大頭也。从頁，原聲。 〔魚怨切〕 (182 / 180)
181,10,顙,19,頟也。从頁，桑聲。 〔蘇朗切〕 (181 / 179)
181,10,顛,19,頂也。从頁，眞聲。 〔都年切〕 (181 / 179)
181,10,顜,19,
181,10,顝,19,大頭也。从頁，骨聲。讀若魁。 〔苦骨切〕 (182 / 180)
181,10,類,19,種類相似，唯犬爲甚。从犬，頪聲。 〔力遂切〕 (205 / 204)
181,11,顟,20,
181,11,顠,20,
181,11,顢,20,
181,11,顣,20,
181,12,顤,21,高長頭。从頁，堯聲。 〔五弔切〕 (182 / 180)
181,12,顥,21,白皃。从頁从景。《楚詞》曰：天白顥顥。南山四顥，白首人也。 【臣鉉等曰：景，日月之光；明，白也。】 〔胡老切〕 (183 / 180)
181,12,顧,21,還視也。从頁，雇聲。 〔古慕切〕 (182 / 180)
181,13,顩,22,𪙊皃。从頁，僉聲。 〔魚檢切〕 (182 / 179)
181,13,顪,22,
181,13,顫,22,頭不正也。从頁，亶聲。 〔之繕切〕 (183 / 181)
181,14,顯,23,頭明飾也。从頁，㬎聲。 【臣鉉等曰：㬎，古以爲顯字，故从㬎聲。】 〔呼典切〕 (184 / 181)
181,15,顰,24,涉水顰蹙。从頻，卑聲。 〔符眞切〕 (239 / 239)
181,16,顱,25,𩑒顱，首骨也。从頁，盧聲。 〔洛乎切〕 (181 / 179)
181,16,顲,25,面䫲顲皃。从頁，𤎭聲。 〔盧感切〕 (183 / 181)
181,18,顳,27,
181,18,顴,27,
182,0,風,9,八風也。東方曰明庶風，東南曰清明風，南方曰景風，西南曰涼風，西方曰閶闔風，西北曰不周風，北方曰廣莫風，東北曰融風。風動蟲生，故蟲八日而化。从虫，凡聲。凡風之屬皆从風。𠙊，古文風。 〔方戎切〕 (284 / 286)
182,3,颩,12,
182,4,颬,13,
182,5,颭,14,風吹浪動也。从風，占聲。 〔隻冉切〕 (285 / 286)
182,5,颮,14,扶搖風也。从風，猋聲。颮，飆或从包。 〔甫遙切〕 (284 / 286)
182,5,颯,14,翔風也。从風，立聲。 〔穌合切〕 (284 / 286)
182,5,颱,14,
182,6,颲,15,烈風也。从風，列聲。讀若列。 〔良薛切〕 (284 / 286)
182,6,颳,15,
182,8,颶,17,
182,9,颸,18,涼風也。从風，思聲。 〔息茲切〕 (285 / 286)
182,9,颺,18,風所飛揚也。从風，昜聲。 〔與章切〕 (284 / 286)
182,10,颻,19,
182,10,颼,19,䬒飂也。从風，叜聲。 〔所鳩切〕 (285 / 286)
182,10,颽,19,
182,10,颾,19,
182,10,颿,19,馬疾步也。从馬，風聲。 【臣鉉等曰：舟船之颿本用此字，今別作帆，非是。】 〔符嚴切〕 (201 / 200)
182,10,飀,19,
182,11,飁,20,
182,11,飂,20,高風也。从風，翏聲。 〔力求切〕 (284 / 286)
182,11,飄,20,回風也。从風，㶾聲。 〔撫招切〕 (284 / 286)
182,12,飆,21,扶搖風也。从風，猋聲。颮，飆或从包。 〔甫遙切〕 (284 / 286)
182,12,飉,21,
182,13,飋,22,
182,18,飌,27,
183,0,飛,9,鳥翥也。象形。凡飛之屬皆从飛。 〔甫微切〕 (245 / 245)
184,0,食,9,一米也。从皀，亼聲。或說：亼皀也。凡食之屬皆从食。 〔乘力切〕 (106 / 101)
184,2,飢,11,餓也。从食，几聲。 〔居夷切〕 (108 / 103)
184,2,飣,11,
184,2,飤,11,糧也。从人、食。 〔祥吏切〕 (107 / 102)
184,3,飥,12,
184,3,飧,12,
184,4,飩,13,
184,4,飪,13,大孰也。从食，壬聲。䏕，古文飪。恁，亦古文飪。 〔如甚切〕 (107 / 102)
184,4,飫,13,燕食也。从食，芺聲。《詩》曰：飲酒之𩜈。 〔依據切〕 (108 / 103)
184,4,飭,13,致堅也。从人从力，食聲。讀若敕。 〔恥力切〕 (292 / 294)
184,4,飯,13,食也。从食，反聲。 〔符萬切〕 (107 / 102)
184,4,飲,13,歠也。从欠，酓聲。凡㱃之屬皆从㱃。𣲎，古文㱃，从今、水。𩚜，古文㱃，从今、食。 〔於錦切〕 (180 / 178)
184,5,飴,14,米糱煎也。从食，台聲。𩛛，籀文飴从異省。 〔與之切〕 (107 / 102)
184,5,飶,14,食之香也。从食，必聲。《詩》曰：有飶其香。 〔毗必切〕 (107 / 102)
184,5,飹,14,
184,5,飼,14,
184,5,飽,14,猒也。从食，包聲。𩞛，古文飽从𤓽。𩛁，亦古文飽，从卯聲。 〔博巧切〕 (108 / 103)
184,5,飾,14,㕞也。从巾从人，食聲。讀若式。一曰：襐飾。 〔賞隻切〕 (159 / 156)
184,6,飺,15,
184,6,餀,15,食臭也。从食，艾聲。《爾雅》曰：餀謂之喙。 〔呼艾切〕 (108 / 103)
184,6,餂,15,
184,6,餃,15,
184,6,餇,15,
184,6,餈,15,稻餠也。从食，次聲。䭣，餈或从齊。粢，餈或从米。 〔疾資切〕 (107 / 102)
184,6,餉,15,饟也。从食，向聲。 〔式亮切〕 (107 / 102)
184,6,養,15,供養也。从食，羊聲。𢼝，古文養。 〔余兩切〕 (107 / 102)
184,6,餌,15,粉餠也。从𩰲，耳聲。餌，𩱓或从食，耳聲。 〔仍吏切〕 (63 / 57)
184,7,𩛥,15,設飪也。从丮从食，才聲。讀若載。 〔作代切〕 (63 / 58)
184,7,餐,16,吞也。从食，𣦻聲。湌，餐或从水。 〔七安切〕 (107 / 102)
184,7,餑,16,
184,7,餒,16,
184,7,餓,16,飢也。从食，我聲。 〔五箇切〕 (108 / 103)
184,7,餔,16,日加申時食也。从食，甫聲。𥂈，籀文餔从皿，浦聲。 〔博狐切〕 (107 / 102)
184,7,餕,16,食之餘也。从食，夋聲。 〔子陖切〕 (108 / 103)
184,7,餖,16,
184,7,餗,16,鼎實。惟葦及蒲。陳留謂䭈爲𩱫。从𩰲，速聲。餗，𩱫或从食，束聲。 〔桑谷切〕 (63 / 57)
184,7,餘,16,饒也。从食，余聲。 〔以諸切〕 (108 / 103)
184,8,餅,17,麪餈也。从食，并聲。 〔必郢切〕 (107 / 102)
184,8,餚,17,
184,8,餛,17,
184,8,餞,17,送去也。从食，戔聲。《詩》曰：顯父餞之。 〔才線切〕 (108 / 103)
184,8,餟,17,祭酹也。从食，叕聲。 〔陟衛切〕 (108 / 103)
184,8,餡,17,
184,8,餤,17,
184,8,餥,17,餱也。从食，非聲。陳楚之閒相謁食麥飯曰餥。 〔非尾切〕 (107 / 102)
184,8,餧,17,飢也。从食，委聲。一曰：魚敗曰餧。 〔奴罪切〕 (108 / 103)
184,8,館,17,客舍也。从食，官聲。《周禮》：五十里有市，市有館，館有積，以待朝聘之客。 〔古玩切〕 (108 / 103)
184,8,餩,17,
184,9,餪,18,
184,9,餫,18,野饋曰餫。从食，軍聲。 〔王問切〕 (108 / 103)
184,9,餬,18,寄食也。从食，胡聲。 〔戶吳切〕 (107 / 102)
184,9,餭,18,
184,9,餮,18,
184,9,餯,18,
184,9,餰,18,鬻也。从𩰲，侃聲。餰，𩱡或从食，衍聲。飦，或从干聲。䭈，或从建聲。 〔諸延切〕 (62 / 57)
184,9,餱,18,乾食也。从食，侯聲。《周書》曰：峙乃餱粻。 〔乎溝切〕 (107 / 102)
184,9,餲,18,飯餲也。从食，曷聲。《論語》曰：食饐而餲。 〔乙例切，又烏介切〕 (108 / 103)
184,9,餳,18,
184,9,餵,18,
184,10,餺,19,
184,10,餼,19,饋客芻米也。从米，气聲。《春秋傳》曰：齊人來氣諸侯。䊠，氣或从既。餼，氣或从食。 〔許既切〕 (148 / 144)
184,10,餽,19,吳人謂祭曰餽。从食从鬼，鬼亦聲。 〔俱位切，又音饋〕 (108 / 103)
184,10,餾,19,飯气蒸也。从食，留聲。 〔力救切〕 (107 / 102)
184,10,餿,19,
184,10,饁,19,餉田也。从食，盍聲。《詩》曰：饁彼南畝。 〔筠輒切〕 (107 / 102)
184,11,饃,19,
184,11,饅,20,
184,11,饇,20,
184,11,饈,20,
184,11,饉,20,蔬不孰爲饉。从食，堇聲。 〔渠吝切〕 (108 / 103)
184,12,饋,21,餉也。从食，貴聲。 〔求位切〕 (107 / 102)
184,12,饌,21,具食也。从食，算聲。饌，籑或从巽。 〔士戀切〕 (107 / 102)
184,12,饎,21,酒食也。从食，喜聲。《詩》曰：可以饙饎。𩜮，饎或从巸。糦，饎或从米。 〔昌志切〕 (107 / 102)
184,12,饐,21,飯傷溼也。从食，壹聲。 〔乙冀切〕 (108 / 103)
184,12,饑,21,穀不孰爲饑。从食，幾聲。 〔居衣切〕 (108 / 103)
184,12,饒,21,飽也。从食，堯聲。 〔如昭切〕 (108 / 103)
184,12,饓,21,
184,13,饔,22,孰食也。从食，雝聲。 〔於容切〕 (107 / 102)
184,13,饕,22,貪也。从食，號聲。叨，饕或从口，刀聲。𩞂，籀文饕从號省。 〔土刀切〕 (108 / 103)
184,13,饖,22,飯傷熱也。从食，歲聲。 〔於廢切〕 (108 / 103)
184,13,饗,22,鄉人飲酒也。从食从鄉，鄉亦聲。 〔許兩切〕 (107 / 102)
184,13,饘,22,糜也。从食，亶聲。周謂之饘，宋謂之餬。 〔諸延切〕 (107 / 102)
184,13,饙,22,滫飯也。从食，𠦪聲。饙，𩞑或从賁。餴，𩞑或从奔。 【臣鉉等曰：𠦪音忽，非聲，疑奔字之誤。】 〔府文切〕 (107 / 102)
184,14,䉵,23,具食也。从食，算聲。饌，籑或从巽。 〔士戀切〕 (107 / 102)
184,14,饛,23,盛器滿皃。从食，蒙聲。《詩》曰：有饛簋飧。 〔莫紅切〕 (107 / 102)
184,14,饜,23,
184,15,籑,21,具食也。从食，算聲。饌，籑或从巽。 〔士戀切〕 (107 / 102)
184,17,饞,26,
184,17,饟,26,周人謂餉曰饟。从食，襄聲。 〔人漾切〕 (107 / 102)
184,19,饡,28,以羹澆飯也。从食，贊聲。 〔則榦切〕 (107 / 102)
185,0,首,9,𦣻同，古文𦣻也。巛象髮，謂之鬊，鬊即巛也。凡首之屬皆从首。 〔書九切〕 (184 / 182)
185,2,馗,11,九達道也。似龜背，故謂之馗。馗，高也。从九从首。逵，馗或从辵从坴。 〔渠追切〕 (308 / 309)
185,8,馘,17,軍戰斷耳也。《春秋傳》曰：以爲俘聝。从耳，或聲。馘，聝或从首。 〔古獲切〕 (250 / 251)
186,0,香,9,芳也。从黍从甘。《春秋傳》曰：黍稷馨香。凡香之屬皆从香。 〔許良切〕 (147 / 143)
186,5,馜,14,
186,5,馝,14,
186,7,馞,16,
186,8,馡,17,
186,8,馣,17,
186,9,馥,18,香气芬馥也。从香，复聲。 〔房六切〕 (147 / 143)
186,10,馦,19,
186,10,馧,19,
186,11,馨,20,香之遠聞者。从香﹐殸聲。殸，籀文磬。 〔呼形切〕 (147 / 143)
186,18,馫,27,
187,0,馬,10,怒也。武也。象馬頭髦尾四足之形。凡馬之屬皆从馬。𢒠，古文。𢒧，籀文馬。與𢒠同有髦。 〔莫下切〕 (199 / 198)
187,2,馭,12,使馬也。从彳从卸。馭，古文御从又从馬。 【徐鍇曰：卸，解車馬也。或彳或卸，皆御者之職。】 〔牛據切〕 (43 / 37)
